State,Sector,Sl No,Project Name,Agency Name,Project Code,Date of Approval (MM/YYYY),Date of Commissioning Original,Date of Commissioning Revised,Date of Commissioning Anticipated,Cost Original,Cost Revised,Cost Anticipated,Cumulative Expenditure in Rs. Crore,Physical Progress (%)
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,909,4-LANNING OF BODHRE-DHULE SECTION(KM 390.000 TO 452.800),NHAI,N24000656,3-2017,3/2020,Jul-22,12/2025,744.64,N.A.,"1,007.00",467.65,93.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,910,4-LANNING OF WARANGA- MAHAGAON SECTION(KM 253.7000 TO 320.580),NHAI,N24000659,3-2017,3/2017,May-21,10/2024,"1,059.73","1,071.00","1,071.00",878.19,82.04
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,911,CONSTRUCTION OF 8 LANING OF EXISTING 4 LANE VADAPE TO THANE FROM KM 539.202 TO KM 563.000 SECTION OF,NHAI,N24000851,3-2018,7/2021,N.A.,6/2025,"1,162.92","1,182.87","1,182.87",372.63,58.15
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,912,4L OF INDORA CHOWK TO PACHPAOLI AND AGRASEN CHOWK - ASHOKA CHOWK,NHAI,N24002071,3-2023,6/2026,N.A.,6/2026,998.27,N.A.,998.27,298.69,39.24
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,913,IMPROVEMENT OF EXISTING ALIGNMENT OF PANDHARPUR TOWN PART BYPASSED SECTION FROM WAKHARI TO LORD VITT,NHAI,N24002072,7-2022,10/2025,N.A.,10/2025,150.21,150.21,150.21,24.66,2.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,914,SARSAM TO KOTHARI,MoRTH,N24001002,2 - 2 0 1 6,7 / 2 0 1 9,N.A.,12/2023,545.64,N.A.,545.64,232.64,93.68
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,915,AKOLA TO AKOT,MoRTH,N24001003,1 - 2 0 1 7,6 / 2 0 1 9,N.A.,12/2023,313.95,N.A.,313.95,270.26,99.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,916,DIGRAS DARWAH KARANJA,MoRTH,N24001013,1 - 2 0 1 7,6 / 2 0 1 9,N.A.,12/2023,391.06,391.00,391.06,287.60,92.76
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,917,DAHEGAON TO KUHI,MoRTH,N24001017,1 - 2 0 1 7,6 / 2 0 1 9,N.A.,12/2023,228.89,229.00,228.89,154.82,99.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,918,BHANDARA TO GHOTITOK,MoRTH,N24001018,1 - 2 0 1 7,6 / 2 0 1 9,N.A.,6/2019,392.83,393.00,392.83,274.75,100.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,919,AMDI TO SAONER,MoRTH,N24001021,1 - 2 0 1 7,6 / 2 0 1 9,N.A.,12/2023,396.91,397.00,396.91,289.79,99.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,920,WADI TO ASOLA,MoRTH,N24001022,1 - 2 0 1 7,9 / 2 0 1 9,N.A.,12/2023,363.82,364.00,363.82,154.65,93.15
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,921,SHAHPUR PATGAON SECTION I,MoRTH,N24001027,1 - 2 0 1 8,1 2 / 2 0 1 9,N.A.,3/2024,150.79,N.A.,150.79,81.14,70.66
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,922,JINTUR TO PARBHANI,MoRTH,N24001039,1 - 2 0 1 7,,N.A.,12/2023,356.66,N.A.,356.66,209.48,80.48
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,923,RALEGAON TO RAMTIRTH,MoRTH,N24001046,1 - 2 0 1 7,7 / 2 0 1 9,N.A.,8/2023,210.81,N.A.,210.81,210.81,96.50
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,924,VITA TO NAGAJ,MoRTH,N24001050,3 - 2 0 1 8,1 2 / 2 0 19,N.A.,12/2023,304.58,305.00,304.58,154.68,68.39
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,925,KARAD PATAN CHIPLUN GUHAGAR,MoRTH,N24001057,2-2017,6/2019,N.A.,10/2023,407.19,407.00,407.19,323.02,89.97
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,926,KARWANDI TO RAJURI,MoRTH,N24001058,3 - 2 0 1 8,1 2 / 2 0 1 9,N.A.,3/2024,276.95,277.00,276.95,160.94,92.06
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,927,PALPHATA TO PHULAMBARI,MoRTH,N24001060,3 - 2 0 1 8,1 2 / 2 0 1 9,N.A.,12/2023,227.19,227.00,227.19,141.92,95.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,928,NANDED TO JALKOT,MoRTH,N24001069,1 2 - 2 0 1 7,9 / 2 0 1 9,N.A.,9/2019,456.93,457.00,456.93,278.22,-
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,929,PUNE TO MALE VILLAGE,MoRTH,N24001078,3 - 2 0 1 8,1 2 / 2 0 1 9,N.A.,12/2023,228.31,N.A.,228.31,100.97,98.83
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,930,ARDHAPUR TO HIMAYATNAGAR,MoRTH,N24001079,1 2 - 2 0 1 7,6 / 2 0 2 0,N.A.,12/2023,426.06,426.00,426.06,271.40,96.25
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,931,MALE VILLAGE TO PUNE RAIGARH DISTRICT BORDER,MoRTH,N24001080,3-2018,12/2019,N.A.,10/2023,256.15,N.A.,256.15,126.62,98.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,932,HIMAYATNAGAR TO PHULSAWANGI,MoRTH,N24001081,3-2018,12/2019,N.A.,12/2023,294.87,295.00,294.87,183.17,89.99
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,933,PUNE RAIGARH DISTRICT BORDER TO MANGAON,MoRTH,N24001082,3-2018,12/2019,N.A.,12/2023,223.46,N.A.,223.46,123.46,100.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,934,KOLDE TO KHETIYA,MoRTH,N24001090,1 - 2 0 1 7,7 / 2 0 1 9,N.A.,12/2023,509.18,N.A.,509.18,283.13,94.81
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,935,SATARA TO MHASWAD,MoRTH,N24001092,1 - 2 0 1 7,7 / 2 0 1 9,N.A.,12/2023,653.46,N.A.,653.46,369.62,76.76
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,936,SATARA MURVAD PILLOV PANDHARPUR,MoRTH,N24001095,1-2017,,N.A.,6/2024,388.44,N.A.,388.44,240.05,88.16
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,937,SELDOH TO PANVAR,MoRTH,N24001097,7 - 2 0 1 8,5 / 2 0 2 0,N.A.,5/2020,404.33,404.00,404.33,140.65,64.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,938,MHASWAD TO TEMBHURNI,MoRTH,N24001099,1 - 2 0 1 7,7 / 2 0 1 9,N.A.,12/2023,488.60,N.A.,488.60,279.42,76.50
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,939,KURUDWADI TO PANDHARPUR,MoRTH,N24001101,1 - 2 0 1 7,7 / 2 0 1 9,N.A.,11/2023,307.63,N.A.,307.63,232.57,96.27
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,940,PANDHARPUR TO SANGOLA,MoRTH,N24001102,7 - 2 0 1 7,7 / 2 0 1 9,N.A.,12/2023,218.38,N.A.,218.38,182.63,99.78
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,941,PEN TO KHOPOLI,MoRTH,N24001106,3 - 2 0 1 8,3 / 2 0 1 8,N.A.,1/2024,301.39,302.00,301.39,170.12,82.07
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,942,PANCHARAL TO MANDANGHAR,MoRTH,N24001107,7 - 2 0 1 8,5 / 2 0 2 0,N.A.,5/2020,381.08,302.00,381.08,45.66,-
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,943,KOLHA TO NASRATPUR,MoRTH,N24001111,4 - 2 0 1 6,4 / 2 0 1 9,N.A.,8/2024,281.78,282.00,281.78,77.83,87.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,944,NASRATPUR TO BARASGAON,MoRTH,N24001112,7 - 2 0 1 6,9 / 2 0 1 9,N.A.,9/2019,406.54,407.00,406.54,274.30,-
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,945,INDAPUR TO VADPALE,MoRTH,N24001114,1 - 2 0 1 7,1 2 / 2 0 1 9,N.A.,3/2024,"1,202.52","1,656.94","1,202.52","1,450.82",61.42
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,946,PAITHAN TO SHIRUR,MoRTH,N24001122,3 - 2 0 1 7,6 / 2 0 1 9,N.A.,3/2024,341.80,N.A.,341.80,226.19,78.60
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,947,SHIRUR TO KHARDA,MoRTH,N24001123,2 - 2 0 1 7,6 / 2 0 1 9,N.A.,12/2023,381.77,N.A.,381.77,199.48,83.93
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,948,AURANGABAD TO SILLOD,MoRTH,N24001124,2 - 2 0 1 7,6 / 2 0 1 9,N.A.,12/2023,456.32,541.93,456.32,355.54,94.07
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,949,STRENGTHENING OF 6-LANE PIMPALGAON-NASHIK-GONDE (KM. 380 - KM. 440) SECTION OF NH-3 IN MAHARASHTRA U,NHAI,N24002137,2-2024,3/2025,N.A.,3/2025,175.00,206.49,206.49,198.54,98.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,950,SILLOD TO FARDAPUR,MoRTH,N24001125,2 - 2 0 1 7,6 / 2 0 1 9,N.A.,12/2023,337.46,432.98,337.46,335.30,91.56
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,951,KUMBHARI PHTA TO DEULGAON RAJA,MoRTH,N24001127,2-2017,6/2019,N.A.,2/2024,406.51,N.A.,406.51,340.26,88.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,952,BHOGAN KHURD TO KASHEDI,MoRTH,N24001132,9 - 2 0 1 7,6 / 2 0 2 1,N.A.,12/2023,743.21,743.00,743.21,911.64,88.69
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,953,KANTE TO WAKED,MoRTH,N24001134,3 - 2 0 1 6,1 1 / 2 0 1 9,N.A.,12/2024,"1,230.02","1,230.00","1,230.02",791.80,-
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,954,PARLI PIMPLA DAHIGUDA,MoRTH,N24001138,2 - 2 0 1 7,6 / 2 0 1 9,N.A.,8/2023,205.72,206.00,205.72,85.71,100.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,955,REHABILITATION/UPGRADATION OF EXISTING HIGHWAY TO 2L+PS/4 LANE OF DHAWALI TO RAJOLI FROM DESIGN KM.1,MoRTH,N24002169,3-2022,9/2025,N.A.,9/2025,316.44,N.A.,316.44,0.00,-
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,956,REHABILITATION/ UPGRADATION OF EXISTING HIGHWAY TO FOUR LANE STANDARDS IN KURKHEDA TOWN FROM (KM.413,MoRTH,N24002170,3-2022,5/2025,N.A.,5/2025,163.86,N.A.,163.86,0.00,-
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,957,REHABILITATION & UP- GRADATION FOR TALERE A?? GAGANBAWDAA?? KOLHAPUR ROAD (NH-166G) STRETCHES START F,MoRTH,N24002171,2-2023,4/2025,N.A.,4/2025,249.13,N.A.,249.13,0.00,-
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,958,"UP-GRADATION TO 4 LANE CONFIGURATION FOR THE WORK OF PETH NAKA TO SANGLI ROAD, NH-166H, FROM KM 0+00",MoRTH,N24002172,2-2023,12/2025,N.A.,12/2025,856.82,N.A.,856.82,0.00,-
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,959,REHABILITATION AND UP- GRADATION TO 2 LANE WITH PAVED SHOULDER CONFIGURATION OF MAHUD SANGOLA ROAD NH,MoRTH,N24002173,2-2023,4/2025,N.A.,4/2025,253.78,N.A.,253.78,0.00,-
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,960,UP-GRADATION TO FOUR LANE/ TWO LANE WITH PAVED SHOULDERS CONFIGURATION OF KALYAN - MURBAD - MALSHEJ,MoRTH,N24002174,2-2023,8/2026,N.A.,8/2026,984.07,N.A.,984.07,0.00,-
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,961,CONSTRUCTION OF FOUR-LANE CONCRETE ROAD FROM POLICE HEADQUARTER GONDIA CITY TO RAWANWADI VILLAGE (BI,MoRTH,N24002175,2-2023,8/2025,N.A.,8/2025,328.11,N.A.,328.11,0.00,-
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,962,REHABILITATION/UP GRADATION OF KARANJA ? KHERDA - MURTIZAPUR SECTION TO 4LANE+PAVED SHOULDER STANDA,MoRTH,N24002176,3-2023,2/2026,N.A.,2/2026,594.44,N.A.,594.44,0.00,-
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,963,REHABILITATION / UPGRADATION TO 4 LANE WITH PAVED SHOULDER OF EXISTING SECTION IN SILLOD TOWN WITH D,MoRTH,N24002177,3-2023,7/2025,N.A.,7/2025,153.79,N.A.,153.79,0.00,-
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,964,"REHABILITATION, UPGRADATION & WIDENING OF EXISTING HIGHWAY TO RIGID PAVEMENT 2 LANE WITH PAVED SHOUL",MoRTH,N24002178,2-2023,7/2026,N.A.,7/2026,723.13,N.A.,723.13,0.00,-
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,965,UPGRADATION OF ADHALGAON- JAMKHED SECTION OF NH-548 D FROM KM 132/600 TO KM 195/375 TO TWO LANE WITH,MoRTH,N24001448,11-2021,2/2022,N.A.,2/2022,223.35,N.A.,223.35,209.36,88.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,966,REPANPALLI TO SIRONCHA,MoRTH,N24001468,3 - 2 0 2 2,6 / 2 0 2 2,N.A.,6/2024,282.07,N.A.,282.07,34.65,-
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,967,TUNNEL AT KHAMBATAKI GHAT SECTION AND ITS APPROACHES FROM EXISTING KM. 771.730 TO EXISTING KM. 782.0,NHAI,N24001486,2-2019,2/2022,Dec-24,8/2025,493.00,N.A.,493.00,395.69,76.16
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,968,DHARAMPURI-LONAND FROM KM. 117.00 TO 166.40 (PKG-IV) ON MOHOL-ALANDI SECTION,NHAI,N24001488,9-2021,9/2023,Dec-24,5/2025,618.45,N.A.,618.45,639.23,95.50
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,969,6L OF KAGAL-SATARA SECTION FROM KM 658.000 TO KM 725.000 OF NH-48 (PKG-II),NHAI,N24001493,12-2022,12/2024,N.A.,11/2025,"1,749.86",N.A.,"1,749.86","1,827.71",65.65
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,970,4L OF RATNAGIRI - KOLHAPUR SECTION OF NH-166 FROM KM 0.000 TO KM 19.769 AND KM 31.000 TO KM 67.140 (,NHAI,N24001495,11-2022,11/2024,N.A.,9/2025,930.00,N.A.,930.00,361.17,74.90
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,971,4L OF BARAMATI TO INDAPUR (PKG-II) FROM KM. 41.400 TO KM. 84.550 OF NH-965G (SAINT TUKARAM MARG),NHAI,N24001502,9-2021,9/2023,May-25,5/2025,624.45,580.15,580.15,420.42,2.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,972,4L OF INDAPUR TO TONDLE (PKG- III) FROM KM.84.550 TO KM. 131.00 OF NH-965G (SAINT TUKARAM MARG),NHAI,N24001503,9-2021,9/2023,Jan-25,3/2025,667.66,666.21,666.21,598.65,3.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,973,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XI) [KM. 77.000 TO KM. 103.400] (GANJAD - TALSARI),NHAI,N24001504,5-2022,5/2024,Jan-25,1/2025,"1,260.00",N.A.,"1,260.00",608.72,93.50
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,974,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XII) [KM. 50.700 TO KM. 77.000] (MASVAN - GANJAD),NHAI,N24001505,3-2022,3/2024,May-25,5/2025,"1,549.02",N.A.,"1,549.02",537.10,75.40
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,975,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XIII) [KM. 26.582 TO KM. 50.700] (SHIRSAD - MASVAN),NHAI,N24001506,2-2022,2/2024,Jun-25,6/2025,"2,747.00",N.A.,"2,747.00",929.38,75.00
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,976,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XIV) [KM. 3.000 TO KM. 20.200 OF SPUR] (SHIRSAD - AKLOLI),NHAI,N24001507,11-2022,5/2024,Jun-25,6/2025,"1,124.00",N.A.,"1,124.00",360.76,64.10
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,977,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XVI) [KM. 43.000 TO KM. 69.800 OF SPUR] (AMNE - BHOJ),NHAI,N24001508,11-2022,10/2024,Jun-25,6/2025,"1,450.00",N.A.,"1,450.00",638.66,80.04
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,978,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XV) [KM. 20.200 TO KM. 43.000 OF SPUR] (AKLOLI - AMNE),NHAI,N24001521,11-2022,10/2024,Apr-25,4/2025,990.00,N.A.,990.00,352.70,66.80
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,979,6L OF KAGAL-SATARA SECTION FROM KM 592.240 TO KM 658.000 OF NH-48 (PKG-I),NHAI,N24001546,1-2023,1/2025,N.A.,1/2025,"1,025.20",N.A.,"1,025.20",734.54,42.71
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,980,BALANCE WORK OF 4 LANING OF PANVEL TO INDAPUR SECTION OF NH-66(OLD NH- 17) FROM KM 0.000 (PANVEL) TO,NHAI,N24001609,1-2023,12/2023,Jun-25,6/2025,151.26,N.A.,151.26,153.72,86.38
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,981,4L OF EXISTING 2/4L STRETCH FROM LONAND TO DIVE GHAT (KM 166.400 TO KM 220.900 ) OF MOHOL ? ALANDI S,NHAI,N24001610,1-2022,5/2024,Mar-25,5/2025,"1,833.73",N.A.,"1,833.73",539.18,93.22
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,982,BALANCE WORKS OF 4L PANVEL- INDAPUR SECTION OF NH-66 (OLD NH-17) FROM KM 42.300 (KASU) TO KM 84.600 (,NHAI,N24001607,10-2022,5/2024,Dec-25,12/2025,332.00,N.A.,332.00,240.77,59.64
MAHARASHTRA,ROAD TRANSPORT AND HIGHWAYS,983,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XVII) [KM. 69.800 TO KM. 79.783 OF SPUR] (BHOJ - MORBE),NHAI,N24001608,9-2021,7/2025,N.A.,7/2025,"2,208.68",N.A.,"2,208.68",488.60,72.01
MAHARASHTRA,URBAN DEVELOPMENT,984,MUMBAI METRO LINE 3 (COLABA- BANDRA-SEEPZ),MMRCL,N28000086,7-2013,3/2020,Jul-25,7/2025,"23,136.00",N.A.,"37,276.00","32,315.32",94.77
MAHARASHTRA,URBAN DEVELOPMENT,985,PUNE METRO RAIL PROJECT (PHASE 1),MMRC,N28000121,12-2016,11/2021,Sep-24,9/2024,"11,420.00","13,656.22","13,656.22","13,023.70",100.00
MAHARASHTRA,URBAN DEVELOPMENT,986,NAGPUR METRO RAIL PROJECT PHASE II,NMRCL,N28000155,12-2022,12/2027,N.A.,12/2027,"6,708.00",N.A.,"6,708.00",739.81,19.34
MAHARASHTRA,URBAN DEVELOPMENT,987,PCMC NIGDI PROJECT EXTENSION OF CORRIDOR 1 OF PUNE METRO PHASE 1,MMRC,N28000157,10-2023,1/2027,N.A.,1/2027,910.18,N.A.,910.18,67.86,12.05
MAHARASHTRA,URBAN DEVELOPMENT,988,PUNE METRO PHASE-1 EXTENSION FROM SWARGATE TO KATRAJ,MMRC,N28000160,9-2024,3/2029,N.A.,3/2029,"2,954.53",N.A.,"2,954.53",14.25,1.00
MANIPUR,CIVIL AVIATION,989,"CONSTRUCTION OF NEW INTEGRATED TERMINAL BUILDING, CONTROL TOWER CUM TECHNICAL BLOCK, APRON, LINK TAX",AAI,N04000100,11-2021,7/2024,Mar-26,3/2026,499.00,N.A.,499.00,154.47,38.36
MANIPUR,RAILWAYS,990,JIRIBAM TO IMPHAL (TUPUI)(NL)(NEFR),NFR,220100288,4-2003,3/2011,Mar-28,12/2028,"4,454.17","12,274.06","22,234.60","15,218.35",68.50
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,991,CONSTRUCTION OF 2-LANING WITH HARD SHOULDER ROAD OF UKHRUL - TOLOI - TADUBI SECTION OF NH-102A FROM,NHIDCL,N24001974,9-2021,1/2025,Jan-25,9/2025,315.56,N.A.,315.56,121.49,79.20
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,992,LMPHAL TO JIRIBAM PKG-7,NHIDCL,N24002028,1 - 2 0 2 3,1 2 / 2 0 2 5,Dec-25,3/2026,760.16,N.A.,760.16,148.98,57.37
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,993,UKHRUL TOLOI TADUBI PKG-2,NHIDCL,N24002131,3 - 2 0 2 3,2 / 2 0 2 6,Mar-26,3/2026,578.98,N.A.,578.98,145.62,67.93
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,994,2-LANING OF CHURACHANDPUR TUIVAI SECTION OF NH-102B (PKG- 2A),NHIDCL,N24001270,3-2020,6/2022,Jan-25,9/2025,292.24,N.A.,292.24,130.66,89.72
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,995,2-LANING OF CHURACHANDPUR TUIVAI SECTION OF NH-102B (PKG- 2B),NHIDCL,N24001271,6-2020,8/2022,Jan-25,10/2025,365.53,N.A.,365.53,156.31,77.36
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,996,2-LANING OF CHURACHANDPUR TUIVAI SECTION OF NH-102B (PKG- 4A),NHIDCL,N24001272,3-2020,6/2022,Jan-25,5/2025,167.95,204.12,167.95,88.05,69.89
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,997,2-LANING OF CHURACHANDPUR TUIVAI SECTION OF NH-102B (PKG- 4B),NHIDCL,N24001273,7-2020,8/2022,Feb-25,5/2025,177.76,N.A.,177.76,89.67,80.53
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,998,IMPROVEMENT/UPGRADATION OF EXISTING 2-LANE TO 4-LANE DIVIDED HIGHWAY FROM TAPHOU KUKI TO DAILI SECTI,NHIDCL,N24001274,8-2020,4/2022,Jun-25,6/2025,379.39,N.A.,379.39,214.93,63.76
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,999,MARIAM - PEREN PKG-1A,NHIDCL,N24001349,2 - 2 0 2 1,1 2 / 2 0 2 2,Mar-25,5/2025,226.32,N.A.,226.32,104.95,73.82
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1000,MARIAM - PEREN (PKG 1B),NHIDCL,N24001350,2 - 2 0 2 1,1 2 / 2 0 2 2,Oct-24,2/2025,188.36,N.A.,188.36,126.71,100.00
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1001,IMPHAL - KHONGSANG PKG-2,NHIDCL,N24001353,3 - 2 0 2 1,1 2 / 2 0 2 2,Mar-25,3/2026,195.14,N.A.,195.14,61.81,50.79
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1002,TAMENGLONG - MAHUR PKG-3,NHIDCL,N24001354,3 - 2 0 2 1,1 2 / 2 0 2 2,Sep-24,5/2025,234.08,N.A.,234.08,139.45,91.04
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1003,MARREM KHULLEN TO JESSAMI SECTION IMPHAL- UKHRUL - JESSAMI PKG-6 (DESIGN CHAINAGE KM 95.700 TO KM 14,NHIDCL,N24002202,3-2023,12/2026,N.A.,12/2026,554.66,N.A.,554.66,11.64,9.21
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1004,IMPHAL-KOHIMA ROAD PKG-4B,NHIDCL,N24002203,9 - 2 0 2 0,6 / 2 0 2 6,N.A.,6/2026,268.98,N.A.,268.98,10.88,11.50
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1005,SENAPATI- IMPHAL PKG-5B,NHIDCL,N24001400,3 - 2 0 2 1,1 / 2 0 2 3,May-25,5/2025,211.70,N.A.,211.70,83.79,65.02
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1006,IMPHAL - KHONGSANG PKG-3,NHIDCL,N24001401,7 - 2 0 2 1,3 / 2 0 2 3,Mar-25,10/2025,467.00,N.A.,467.00,193.81,77.59
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1007,TAMENGLONG - MAHUR PKG-1,NHIDCL,N24001402,7 - 2 0 2 1,3 / 2 0 2 3,Jan-25,1/2025,185.80,N.A.,185.80,117.78,100.00
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1008,TAMENGLONG - MAHUR PKG-2,NHIDCL,N24001403,7 - 2 0 2 1,3 / 2 0 2 3,Aug-24,5/2025,483.87,N.A.,483.87,278.89,92.73
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1009,TAMENGLONG - MAHUR PKG-4,NHIDCL,N24001404,7 - 2 0 2 1,3 / 2 0 2 3,Feb-25,3/2025,198.77,N.A.,198.77,125.11,100.00
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1010,CHURACHANPUR TUIVAI PKG-3,NHIDCL,N24001405,7 - 2 0 2 1,1 0 / 2 0 2 3,Mar-25,5/2025,673.27,N.A.,673.27,377.12,78.46
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1011,JESSAMI TO LAYNEN BRIDGE UKHRUL - JESSAMI PKG-7,NHIDCL,N24002227,3-2023,6/2026,N.A.,6/2026,164.89,N.A.,164.89,0.00,-
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1012,TAMENGLONG - MAHUR PKG-5,NHIDCL,N24001436,8 - 2 0 2 1,5 / 2 0 2 3,Jan-25,6/2025,477.86,N.A.,477.86,243.46,83.92
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1013,TAMENGLONG - MAHUR PKG-6,NHIDCL,N24001437,9 - 2 0 2 1,5 / 2 0 2 3,Nov-24,4/2025,311.18,N.A.,311.18,186.15,81.21
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1014,MARAM - PEREN PKG-3,NHIDCL,N24001439,8 - 2 0 2 1,5 / 2 0 2 3,Oct-24,2/2025,467.41,N.A.,467.41,264.83,100.00
MANIPUR,ROAD TRANSPORT AND HIGHWAYS,1015,IMPHAL - KHONGSANG PKG-4,NHIDCL,N24001453,8 - 2 0 2 1,1 2 / 2 0 2 3,Jul-25,12/2025,579.63,N.A.,579.63,172.65,67.02
